MC,Reactants,Reagents,Products,uspto_split
aldol_condensation,CC(C)(C)OC(=O)N1CCN(Cc2c(O)ccc3c2OCC3=O)CC1.O=Cc1c[nH]c2ncccc12,[OH-],CC(C)(C)OC(=O)N1CCN(Cc2c(O)ccc3c2OC(=Cc2c[nH]c4ncccc24)C3=O)CC1,train
alcohol_attack_to_carbonyl_or_sulfonyl,CC(C)(C)C(O)Cn1cnc(Cc2ccccc2)c1.O=C(Cl)Oc1ccc([N+](=O)O)cc1,[H-].[Na+],CC(C)(C)C(Cn1cnc(Cc2ccccc2)c1)OC(=O)Oc1ccc([N+](=O)O)cc1,train
DCC_condensation,CN(c1ccccc1)c1cnn(C(CC2CCCC2)C(=O)O)c(=O)c1.CC(C)(O)Cn1ccc(N)n1,C(=NC1CCCCC1)=NC1CCCCC1,CN(c1ccccc1)c1cnn(C(CC2CCCC2)C(=O)Nc2ccn(CC(C)(C)O)n2)c(=O)c1,train
Boc_deprotection,Cc1nc2c(nc1N(C)C(C)C)OCCN(C(=O)OC(C)(C)C)C2,[H+],Cc1nc2c(nc1N(C)C(C)C)OCCNC2,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=S(=O)(Cl)c1cc(F)c(Br)cc1F.C1COCCN1,,O=S(=O)(c1cc(F)c(Br)cc1F)N1CCOCC1,train
reductive_amination,CC(CCNC(=O)OC(C)(C)C)N1CCC(=O)CC1.N#Cc1cccc(CN)n1,[H+].[BH3-]C#N.[Na+],CC(CCNC(=O)OC(C)(C)C)N1CCC(NCc2cccc(C#N)n2)CC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCc1c(C)[nH]c2c(C(=O)NN)cnn2c1=O.CCOC(=O)C(=O)Cl,,CCOC(=O)C(=O)NNC(=O)c1cnn2c(=O)c(CC)c(C)[nH]c12,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C#CCCN,,C#CCCNC(=O)OC(C)(C)C,train
DCC_condensation,CCCNc1nc(C(F)(F)F)ccc1C=CC(=O)O.CC(N)c1cc(F)c(NS(C)(=O)=O)c(F)c1,C(=NC1CCCCC1)=NC1CCCCC1,CCCNc1nc(C(F)(F)F)ccc1C=CC(=O)NC(C)c1cc(F)c(NS(C)(=O)=O)c(F)c1,train
DCC_condensation,Cc1cnc2c(ccn2-c2c(C=CC(=O)O)c(C)nn2C)c1.CCCCCS(N)(=O)=O,C(=NC1CCCCC1)=NC1CCCCC1,CCCCCS(=O)(=O)NC(=O)C=Cc1c(C)nn(C)c1-n1ccc2cc(C)cnc21,train
SN2_alcohol(thiol),COc1cc2c(Oc3ccc(Nc4ccc(C(C)(C)C)cc4)cc3)ccnc2cc1O.ClCCN1CCOCC1,[H-].[Na+],COc1cc2c(Oc3ccc(Nc4ccc(C(C)(C)C)cc4)cc3)ccnc2cc1OCCN1CCOCC1,train
aldol_condensation,CN1CCN(c2ccc(-c3n[nH]c4ccc(C=O)cc34)cn2)CC1.O=C1Cc2ccccc2N1,[OH-],CN1CCN(c2ccc(-c3n[nH]c4ccc(C=C5C(=O)Nc6ccccc65)cc34)cn2)CC1,train
carbonyl_reduction,N#CCC(=O)c1ccccc1,[BH4-].CO,N#CCC(O)c1ccccc1,train
SN2_alcohol(thiol),FC(F)=C(F)CCBr.Sc1ncco1,[H-].[Na+],FC(F)=C(F)CCSc1ncco1,train
DCC_condensation,Cc1ccc(S(=O)(=O)n2ccc3nc(NN)cnc32)cc1.CC(C)(C)OC(=O)NC1CCC(C(=O)O)C1,C(=NC1CCCCC1)=NC1CCCCC1,Cc1ccc(S(=O)(=O)n2ccc3nc(NNC(=O)C4CCC(NC(=O)OC(C)(C)C)C4)cnc32)cc1,train
DCC_condensation,O=C(O)Cc1ccc([N+](=O)O)cc1C(F)(F)F.CCN1CCNCC1,C(=NC1CCCCC1)=NC1CCCCC1,CCN1CCN(C(=O)Cc2ccc([N+](=O)O)cc2C(F)(F)F)CC1,train
Boc_deprotection,CC(C)(C)OC(=O)NCc1cc(C(F)(F)F)nn1-c1cc(F)cc(F)c1,[H+],NCc1cc(C(F)(F)F)nn1-c1cc(F)cc(F)c1,train
alcohol_attack_to_carbonyl_or_sulfonyl,OCC1COC1.CS(=O)(=O)Cl,[H-].[Na+],CS(=O)(=O)OCC1COC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Cc1ccc2cccc(OCc3c(Cl)ccc(OCCN)c3Cl)c2n1.CC(=O)OC(C)=O,,CC(=O)NCCOc1ccc(Cl)c(COc2cccc3ccc(C)nc23)c1Cl,train
aldol_condensation,C[Si](C)(C)CCOCn1nc(CCc2ccncc2)c2ccc(C=O)cc21.O=C1Cc2ccccc2N1,[OH-],C[Si](C)(C)CCOCn1nc(CCc2ccncc2)c2ccc(C=C3C(=O)Nc4ccccc43)cc21,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CN(C(=O)N(C)C1CN(C(=O)C2(F)CCNCC2)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.COC(=O)Cl,,COC(=O)N1CCC(F)(C(=O)N2CC(c3ccc(F)cc3)C(N(C)C(=O)N(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)CC1,train
imine_formation,COc1ccc(F)cc1C(C)(C)CC(O)(C=O)C(F)(F)F.COC(=O)c1ccc2c(N)cccc2n1,[H+],COC(=O)c1ccc2c(N=CC(O)(CC(C)(C)c3cc(F)ccc3OC)C(F)(F)F)cccc2n1,train
carbonyl_reduction,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc2oc(C(=O)O)c(C)c2c1,[BH4-].CO,CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1ccc2oc(C(=O)O)c(C)c2c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)c1ccc([N+](=O)O)cn1.C1CCNCC1,,O=C(c1ccc([N+](=O)O)cn1)N1CCCCC1,train
DCC_condensation,Cc1cc(Cl)cc([N+](=O)O)c1S(=O)(=O)N1CCNCC1=O.Cc1cn(CC(=O)O)c(=O)[nH]c1=O,C(=NC1CCCCC1)=NC1CCCCC1,Cc1cc(Cl)cc([N+](=O)O)c1S(=O)(=O)N1CCN(C(=O)Cn2cc(C)c(=O)[nH]c2=O)CC1=O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)c1cnn2c1NCC=C2c1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1.CC(=O)OC(C)=O,,CCOC(=O)c1cnn2c1N(C(C)=O)CC=C2c1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1,train
reductive_amination,Ic1ccc(OC2CNC2)cc1.O=C1COC1,[H+].[BH3-]C#N.[Na+],Ic1ccc(OC2CN(C3COC3)C2)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1cc(Br)ccc1C(=O)Cl.NCc1ccccc1,,COc1cc(Br)ccc1C(=O)NCc1ccccc1,train
DCC_condensation,Nc1cccnc1NCC1CCN(c2ccncc2)CC1.O=C(O)c1ccc(Cl)s1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(Nc1cccnc1NCC1CCN(c2ccncc2)CC1)c1ccc(Cl)s1,train
Boc_deprotection,COc1ccccc1-c1cc(OCCNC(=O)OC(C)(C)C)no1,[H+],COc1ccccc1-c1cc(OCCN)no1,train
reductive_amination,Cc1nc(-c2ccc(C=O)cc2)sc1COc1ccc(C(CC(=O)N2C(=O)OCC2Cc2ccccc2)c2ccon2)cc1.CCNCC,[H+].[BH3-]C#N.[Na+],CCN(CC)Cc1ccc(-c2nc(C)c(COc3ccc(C(CC(=O)N4C(=O)OCC4Cc4ccccc4)c4ccon4)cc3)s2)cc1,train
reductive_amination,CCCCCCCCC#Cc1ccc(C=O)cc1.COC(=O)COc1ccc(CN)cc1,[H+].[BH3-]C#N.[Na+],CCCCCCCCC#Cc1ccc(CNCc2ccc(OCC(=O)OC)cc2)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Nc1ccc2c(c1)Cc1ccccc1-2,,CC(C)(C)OC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,train
nucleophilic_attack_to_iso(thio)cyanate,COc1cc2ncnc(Oc3ccc(N)cc3)c2cc1OC.Cc1ccc(C(=O)N=C=S)cc1,,COc1cc2ncnc(Oc3ccc(NC(=S)NC(=O)c4ccc(C)cc4)cc3)c2cc1OC,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1ccccc1NC(=O)C1Cc2[nH]cnc2CN1.CC(=O)Cl,,COc1ccccc1NC(=O)C1Cc2[nH]cnc2CN1C(C)=O,train
DCC_condensation,CC(C)N1CCN(C(=O)c2ccc3[nH]c(C(=O)O)cc3c2)CC1.CNCc1ccccc1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)N1CCN(C(=O)c2ccc3[nH]c(C(=O)N(C)Cc4ccccc4)cc3c2)CC1,train
DCC_condensation,CC(C)(C)OC(=O)N1CCNCC1CCO.O=C(O)c1cccc2cccnc12,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)OC(=O)N1CCN(C(=O)c2cccc3cccnc23)CC1CCO,train
DCC_condensation,COC(=O)C(CC(=O)O)C(C)C.CN,C(=NC1CCCCC1)=NC1CCCCC1,CNC(=O)CC(C(=O)OC)C(C)C,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(Cl)c1ccc(CCl)cc1.NO,,O=C(NO)c1ccc(CCl)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Cc1ccc(CN)cc1.CCOC(=O)CC#N,,Cc1ccc(CNC(=O)CC#N)cc1,train
SN2,CCOC(=O)c1cc(OC(C)C)n[nH]1.ClCc1ccc2ccccc2n1,,CCOC(=O)c1cc(OC(C)C)nn1Cc1ccc2ccccc2n1,train
reductive_amination,Nc1cc(Br)cnc1Cl.CC(C)=O,[H+].[BH3-]C#N.[Na+],CC(C)Nc1cc(Br)cnc1Cl,train
SN2_alcohol(thiol),O=[N+](O)c1ccc(N2CCC(O)C2)nc1.CI,[H-].[Na+],COC1CCN(c2ccc([N+](=O)O)cn2)C1,train
DCC_condensation,O=c1[nH]c(CNCc2ccc(F)cc2F)nc2c1COCC2.O=C(O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)Cc2ccc(F)cc2F)CC1,train
DCC_condensation,O=C(O)c1cnc(OCC(F)(F)F)c(C2CCCC2)c1.Nc1ccccn1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(Nc1ccccn1)c1cnc(OCC(F)(F)F)c(C2CCCC2)c1,train
carbonyl_reduction,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2C=O)cc(Nc2cc3n(n2)CCN(CC(F)(F)F)C3)c1=O,[BH4-].CO,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(Nc2cc3n(n2)CCN(CC(F)(F)F)C3)c1=O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CN(C)C1CCN(C(=O)c2ccc(Br)cc2N)CC1.CC(=O)Cl,,CC(=O)Nc1cc(Br)ccc1C(=O)N1CCC(N(C)C)CC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC1(N2CCC(N3C(=O)Cc4cc(F)ccc43)CC2)CCNC1.COC(=O)Cl,,COC(=O)N1CCC(C)(N2CCC(N3C(=O)Cc4cc(F)ccc43)CC2)C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)C(CC1CCC(OC)C1)c1ccc(Cl)c(Cl)c1.Nc1nccs1,,COC1CCC(CC(C(=O)Nc2nccs2)c2ccc(Cl)c(Cl)c2)C1,train
carbonyl_reduction,COc1ccc(CCC(=O)c2cccc(OCC(=O)OC(C)(C)C)c2)cc1OC,[BH4-].CO,COc1ccc(CCC(O)c2cccc(OCC(=O)OC(C)(C)C)c2)cc1OC,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(Cl)CCl.C#CCCN,,C#CCCNC(=O)CCl,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.OC1(c2ccccc2)CCNCC1,,CC(C)(C)OC(=O)N1CCC(O)(c2ccccc2)CC1,train
DCC_condensation,COC(=O)C1CCOc2cc(Oc3ccc(C(=O)O)cc3)c(C#N)cc21.Cc1ccc(-c2cccc(N)c2)cc1C,C(=NC1CCCCC1)=NC1CCCCC1,COC(=O)C1CCOc2cc(Oc3ccc(C(=O)Nc4cccc(-c5ccc(C)c(C)c5)c4)cc3)c(C#N)cc21,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)CCC1CCNCC1.O=C(Cl)OCc1ccccc1,,CCOC(=O)CCC1CCN(C(=O)OCc2ccccc2)CC1,train
DCC_condensation,Cc1noc(-c2cccc(F)c2C(=O)O)n1.Cc1cc(C)nc(N2CC3CNCC3C2)n1,C(=NC1CCCCC1)=NC1CCCCC1,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-c4nc(C)no4)CC3C2)n1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCCCCCCCCCCCCCC(=O)Cl.CCOC(=O)c1ccc(N)c(F)c1,,CCCCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)OCC)cc1F,train
DCC_condensation,O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1.CCOC(=O)c1c(Cl)c2cc(N)ccc2n1C,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)c1c(Cl)c2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C,train
carbonyl_reduction,O=C1CCC2(CCOC2)CC1,[BH4-].CO,OC1CCC2(CCOC2)CC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)c1c(N)sc(Br)c1C.O=S(=O)(Cl)c1ccccc1,,CCOC(=O)c1c(NS(=O)(=O)c2ccccc2)sc(Br)c1C,train
DCC_condensation,Cc1nc2c(o1)c(C(=O)O)cc1nc(Nc3c(Cl)cccc3Cl)[nH]c12.Nc1ccc(Br)cc1,C(=NC1CCCCC1)=NC1CCCCC1,Cc1nc2c(o1)c(C(=O)Nc1ccc(Br)cc1)cc1nc(Nc3c(Cl)cccc3Cl)[nH]c12,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12.CC(=O)OC(C)=O,,CC(=O)NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12,train
SN2,COc1ccc(CCl)cc1.CNc1ccc(Br)cc1C,,COc1ccc(CN(C)c2ccc(Br)cc2C)cc1,train
SN2,ClCc1nc2ccccc2s1.CCc1cc(N)c(=O)[nH]c1C,,CCc1cc(NCc2nc3ccccc3s2)c(=O)[nH]c1C,train
SN2,ClCc1nc(-c2ccc3c(c2)OCO3)c2cc3c(cc2n1)OCO3.C1CNCCN1,,c1cc2c(cc1-c1nc(CN3CCNCC3)nc3cc4c(cc13)OCO4)OCO2,train
aldol_condensation,COc1cc(C=CC=O)cc(OC)c1O.N#CCC(=O)O,[OH-],COc1cc(C=CC=C(C#N)C(=O)O)cc(OC)c1O,train
SN2_alcohol(thiol),BrCc1ccc2ccccc2c1.COC(=O)c1cc(I)ccc1O,[H-].[Na+],COC(=O)c1cc(I)ccc1OCc1ccc2ccccc2c1,train
SNAr(para),Nc1cc(N2CCCCC2)ncn1.N#Cc1cnc(Cl)s1,,N#Cc1cnc(Nc2cc(N3CCCCC3)ncn2)s1,train
DCC_condensation,CC(C)(C)OC(=O)CN.CCCCC(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,CCCCC(=O)NCC(=O)OC(C)(C)C,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1cc(CNCCC(=O)NOC(C)(C)C)ccc1OCc1ccccc1.CC(C)C(=O)Cl,,COc1cc(CN(CCC(=O)NOC(C)(C)C)C(=O)C(C)C)ccc1OCc1ccccc1,train
nucleophilic_attack_to_iso(thio)cyanate,O=C=Nc1ccc(Oc2ccccc2)cc1.c1ccc(CN2CC3CNCC3C2)cc1,,O=C(Nc1ccc(Oc2ccccc2)cc1)N1CC2CN(Cc3ccccc3)CC2C1,train
SN2,O=C1CC2(C(=O)N1)C(=O)Nc1ccccc12.ClCc1ccc(Cl)c(Cl)c1,,O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Cl)c(Cl)c1)c1ccccc12,train
SNAr(para),CC(C)(C)OC(=O)N1CCC(OC2CCNCC2)CC1.N#Cc1ccc(Cl)nc1,,CC(C)(C)OC(=O)N1CCC(OC2CCN(c3ccc(C#N)cn3)CC2)CC1,train
SN2,CC(=O)Nc1cccc(-c2ccc3nnc(C)n3n2)c1.C=CCBr,,C=CCN(C(C)=O)c1cccc(-c2ccc3nnc(C)n3n2)c1,train
DCC_condensation,CC(CCN)N1CCC(C2(c3ccc(C(F)(F)F)cc3)Cc3c(F)cccc3O2)CC1.Cc1ncnc(C)c1C(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,Cc1ncnc(C)c1C(=O)NCCC(C)N1CCC(C2(c3ccc(C(F)(F)F)cc3)Cc3c(F)cccc3O2)CC1,train
DCC_condensation,COC(=O)c1cccc(CS(=O)(=O)NC(C(=O)O)C(C)C)c1.CC(C)CC(N)C(=O)NCc1ccc(C#N)cc1,C(=NC1CCCCC1)=NC1CCCCC1,COC(=O)c1cccc(CS(=O)(=O)NC(C(=O)NC(CC(C)C)C(=O)NCc2ccc(C#N)cc2)C(C)C)c1,train
SN2_alcohol(thiol),CC(C)(C)c1cc(O)ccc1OCc1ccccc1.ClCC1CO1,[H-].[Na+],CC(C)(C)c1cc(OCC2CO2)ccc1OCc1ccccc1,train
SN2,CS(=O)(=O)OCc1cc(=O)c(OCCCCCOc2ccnc3cc(C(F)(F)F)ccc23)co1.CN1CCNCC1,,CN1CCN(Cc2cc(=O)c(OCCCCCOc3ccnc4cc(C(F)(F)F)ccc34)co2)CC1,train
alcohol_attack_to_carbonyl_or_sulfonyl,O=C(Cl)c1ccccc1.CC(O)CC(C)O,[H-].[Na+],CC(O)CC(C)OC(=O)c1ccccc1,train
SN2,CC1(C)OB(c2cc[nH]n2)OC1(C)C.CC(C)I,,CC(C)n1ccc(B2OC(C)(C)C(C)(C)O2)n1,train
SNAr(para),O=[N+](O)c1ccc(F)c(F)c1.CN,,CNc1ccc([N+](=O)O)cc1F,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCN(c2ncc(S(=O)(=O)c3ccncc3)s2)CC1,[H+],O=S(=O)(c1ccncc1)c1cnc(N2CCNCC2)s1,train
DCC_condensation,O=C(O)c1ccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)cc1.NCc1cccnc1,C(=NC1CCCCC1)=NC1CCCCC1,O=C(NCc1cccnc1)c1ccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)cc1,train
O_demethylation,COC(=O)CCCCCCCCC(=O)c1cc(C)ccc1OC,BrB(Br)Br.O,COC(=O)CCCCCCCCC(=O)c1cc(C)ccc1O,train
DCC_condensation,COc1ccc(-c2nocc2C(=O)O)cc1Cl.Cc1cc(C2(O)CCNC2)ccc1F,C(=NC1CCCCC1)=NC1CCCCC1,COc1ccc(-c2nocc2C(=O)N2CCC(O)(c3ccc(F)c(C)c3)C2)cc1Cl,train
SN2_alcohol(thiol),COc1ccc(Br)c(O)c1.C=CCBr,[H-].[Na+],C=CCOc1cc(OC)ccc1Br,train
DCC_condensation,Cc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)cc1N.Cn1nc(C(F)(F)F)cc1C(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,Cc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)cc1NC(=O)c1cc(C(F)(F)F)nn1C,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1c(C(O)(C(F)(F)F)C(F)(F)F)ccc2ccccc12.O=C(Cl)c1ccco1,,O=C(Nc1c(C(O)(C(F)(F)F)C(F)(F)F)ccc2ccccc12)c1ccco1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)c1cn2ccsc2n1.NN,,NNC(=O)c1cn2ccsc2n1,train
Swern_oxidation,OCC=Cc1cc(F)cc(F)c1,O=C(Cl)C(=O)Cl.CS(C)=O.CCN(CC)CC,O=CC=Cc1cc(F)cc(F)c1,train
reductive_amination,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(C=O)n(C3CCCCO3)c2n1.C1CC(C2CNC2)CCO1,[H+].[BH3-]C#N.[Na+],CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CC(C4CCOCC4)C3)n(C3CCCCO3)c2n1,train
DCC_condensation,Nc1cccc(-c2nc(-c3cccc(CO)c3)cc(N3CCOCC3)n2)c1.CN1CCC(C(=O)O)CC1,C(=NC1CCCCC1)=NC1CCCCC1,CN1CCC(C(=O)Nc2cccc(-c3nc(-c4cccc(CO)c4)cc(N4CCOCC4)n3)c2)CC1,train
carbonyl_reduction,Cc1cc(Cl)cc(C)c1C=O,[BH4-].CO,Cc1cc(Cl)cc(C)c1CO,train
SN2_alcohol(thiol),Oc1cccc2c1OCCC2N1CCCCC1.BrCCCBr,[H-].[Na+],BrCCCOc1cccc2c1OCCC2N1CCCCC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)(C)c1nc2cc(S(=O)(=O)Cl)ccc2n1CC1CCC(F)(F)CC1.OC1CCNC1,,CC(C)(C)c1nc2cc(S(=O)(=O)N3CCC(O)C3)ccc2n1CC1CCC(F)(F)CC1,train
DCC_condensation,CC(C(=O)O)N(C)C(=O)OC(C)(C)C.C#Cc1cccc(N)c1,C(=NC1CCCCC1)=NC1CCCCC1,C#Cc1cccc(NC(=O)C(C)N(C)C(=O)OC(C)(C)C)c1,train
DCC_condensation,O=C(O)CCCN1CCN(c2nnc(C(F)(F)F)s2)CC1.O=[N+](O)c1ccc(NC2CCNCC2)cc1C(F)(F)F,C(=NC1CCCCC1)=NC1CCCCC1,O=C(CCCN1CCN(c2nnc(C(F)(F)F)s2)CC1)N1CCC(Nc2ccc([N+](=O)O)c(C(F)(F)F)c2)CC1,train
DCC_condensation,CC(C)(C)OC(=O)NC1(C(=O)O)CCN(c2ncnc3[nH]ccc23)CC1.CC(=O)NCCC(N)c1ccc(Cl)cc1,C(=NC1CCCCC1)=NC1CCCCC1,CC(=O)NCCC(NC(=O)C1(NC(=O)OC(C)(C)C)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)Cc1cnc(Cc2ccc(N)cc2)n2ccnc12.O=C(Cl)c1ccc(C(F)(F)F)cc1,,COC(=O)Cc1cnc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)n2ccnc12,train
ester_reduction,COC(=O)c1ccc(CS(C)(=O)=O)cc1,[AlH4-].[AlH4-].[H+],CS(=O)(=O)Cc1ccc(CO)cc1,train
SN2_alcohol(thiol),O=S(=O)(c1cc(CO)c(Cl)cc1Cl)N1CCCCC1.CON(C)C(=O)CCl,[H-].[Na+],CON(C)C(=O)COCc1cc(S(=O)(=O)N2CCCCC2)c(Cl)cc1Cl,train
nucleophilic_attack_to_iso(thio)cyanate,FC(F)(F)c1ccccc1OC1CNC1.CN=C=O,,CNC(=O)N1CC(Oc2ccccc2C(F)(F)F)C1,train
alcohol_attack_to_carbonyl_or_sulfonyl,O=C(Cl)c1ccc(-c2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)cc1.CCCCO,[H-].[Na+],CCCCOC(=O)c1ccc(-c2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)cc1,train
DCC_condensation,NC1CCCc2c(ccc(O)c2O)C1.CC(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,CC(=O)NC1CCCc2c(ccc(O)c2O)C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCC1(C(=O)Cl)CCCCCCC1.CCOC(=O)CN,,CCOC(=O)CNC(=O)C1(CC)CCCCCCC1,train
SN2_alcohol(thiol),Cc1ccc(N(c2ccc(C)cc2)c2ccc(C(=O)O)cc2)cc1.CCBr,[H-].[Na+],CCOC(=O)c1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1,train
SN2_alcohol(thiol),Oc1cc(Cl)ccc1-c1nc2cc(F)c(F)cc2n1CC1CCCCC1.COC(=O)c1ccc(CBr)cc1,[H-].[Na+],COC(=O)c1ccc(COc2cc(Cl)ccc2-c2nc3cc(F)c(F)cc3n2CC2CCCCC2)cc1,train
Mitsunobu,OCc1cc(-c2ccc(C(F)(F)F)cc2)nn1CC(F)(F)F.CCOC(=O)Cn1ccc2ccc(O)cc21,c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC,CCOC(=O)Cn1ccc2ccc(OCc3cc(-c4ccc(C(F)(F)F)cc4)nn3CC(F)(F)F)cc21,train
DCC_condensation,CCc1cnc(-c2ccc(C(CCC(F)(F)F)Nc3ccc(C(=O)O)cc3)c(C)c2)nc1.CCOC(=O)C1CCCNC1,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)C1CCCN(C(=O)c2ccc(NC(CCC(F)(F)F)c3ccc(-c4ncc(CC)cn4)cc3C)cc2)C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)c1ccc(C(=O)N2CCCC(c3ccc4c(c3)C(N3CCN(C)CC3)CCC4)C2)cc1.C1COCCN1,,CN1CCN(C2CCCc3ccc(C4CCCN(C(=O)c5ccc(C(=O)N6CCOCC6)cc5)C4)cc32)CC1,train
SN2_alcohol(thiol),Cc1cc(=O)oc2cc(O)ccc12.BrCCBr,[H-].[Na+],Cc1cc(=O)oc2cc(OCCBr)ccc12,train
DCC_condensation,CCOC(=O)C1CCN(c2ccc3c(N)c(Cl)ccc3n2)CC1.O=C(O)CCc1ccccc1Cl,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)C1CCN(c2ccc3c(NC(=O)CCc4ccccc4Cl)c(Cl)ccc3n2)CC1,train
carbonyl_reduction,COC(=O)c1ccc2c(C=O)cnc(-c3c(F)cc(F)cc3F)c2c1,[BH4-].CO,COC(=O)c1ccc2c(CO)cnc(-c3c(F)cc(F)cc3F)c2c1,train
SN2,COc1cccc2c1C(NC1=Nc3ccc(NC(=O)CCl)cc3CO1)CO2.C1COCCN1,,COc1cccc2c1C(NC1=Nc3ccc(NC(=O)CN4CCOCC4)cc3CO1)CO2,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCC1COc1ccc(Cl)nn1,[H+],Clc1ccc(OCC2CCN2)nn1,train
SN1,O=C(C=Cc1cccs1)Nc1ccccc1C(=O)O.O=C1OC(Br)c2ccccc21,,O=C(C=Cc1cccs1)Nc1ccccc1C(=O)OC1OC(=O)c2ccccc21,train
